negative	as lively an account as seinfeld is deadpan
negative	there might be some sort of credible gender provoking philosophy submerged here , but who the hell cares ?
negative	i 've seen some bad singer turned actors , but lil bow wow takes the cake
negative	when it comes to the battle of hollywood vs woo , it looks like woo 's a p o w
negative	lrb less a movie than rrb an appalling , odoriferous thing so rotten in almost every single facet of production that you 'll want to crawl up your own in embarrassment
negative	right now , they 're merely signposts marking the slow , lingering death of imagination
negative	an infuriating film
negative	they presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science fiction elements of bug eyed monsters and futuristic women in skimpy clothes
negative	an affable but undernourished romantic comedy that fails to match the freshness of the actress producer and writer 's previous collaboration , miss congeniality
negative	or maybe `` how will you feel after an 88 minute rip off of the rock with action confined to slo mo gun firing and random glass shattering ? ''
positive	it 's good to see michael caine whipping out the dirty words and punching people in the stomach again
positive	it 's fun , but it 's a real howler
positive	move over bond this girl deserves a sequel
positive	fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film
positive	the soundtrack alone is worth the price of admission
positive	psychologically revealing
positive	it can be safely recommended as a video dvd babysitter
positive	by the end of the movie , you 're definitely convinced that these women are spectacular
positive	it may be a no brainer , but at least it 's a funny no brainer
positive	russian ark is a new treasure of the hermitage
