negative	director jay russell stomps in hobnail boots over natalie babbitt 's gentle , endearing 1975 children 's novel
negative	the problem is that it is one that allows him to churn out one mediocre movie after another
negative	stale and clich d to a fault
negative	twenty three movies into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style finally has failed him
negative	all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new
negative	replacing john carpenter 's stylish tracking shots is degraded , handheld blair witch video cam footage
negative	collapses under its own meager weight
negative	an instantly forgettable snow and stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday season product
negative	an almost unbearably morbid love story
negative	the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal
positive	katz 's documentary does n't have much panache , but with material this rich it does n't need it
positive	third time 's the charm yeah , baby !
positive	lrb d rrb espite its familiar subject matter , ice age is consistently amusing and engrossing
positive	vividly conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists a captivating drama that will speak to the nonconformist in us all
positive	more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 1 2 weeks , unfaithful is at once intimate and universal cinema
positive	beautifully filmed and well acted but admittedly problematic in its narrative specifics
positive	still rapturous after all these years , cinema paradiso stands as one of the great films about movie love
positive	scott delivers a terrific performance in this fascinating portrait of a modern lothario
positive	a very charming and funny movie
positive	the story gives ample opportunity for large scale action and suspense , which director shekhar kapur supplies with tremendous skill
