negative	`` lrb hopkins rrb does n't so much phone in his performance as fax it
negative	like being able to hit on a 15 year old when you 're over 100
negative	as steamy as last week 's pork dumplings
negative	rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories
negative	burns ' fifth beer soaked film feels in almost every possible way from the writing and direction to the soggy performances tossed off
negative	it 's crap on a leash far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins
negative	cheap , vulgar dialogue and a plot that crawls along at a snail 's pace
negative	the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort
negative	an appalling ` ace ventura ' rip off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton
negative	the problem is that it is one that allows him to churn out one mediocre movie after another
positive	with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control driven by a natural sense for what works on screen
positive	the rare imax movie that you 'll wish was longer than an hour
positive	a coming of age film that avoids the cartoonish clich s and sneering humor of the genre as it provides a fresh view of an old type the uncertain girl on the brink of womanhood
positive	pray has really done his subject justice
positive	it 's endlessly inventive , consistently intelligent and sickeningly savage
positive	a wonderfully warm human drama that remains vividly in memory long after viewing
positive	just as the recent argentine film son of the bride reminded us that a feel good movie can still show real heart , time of favor presents us with an action movie that actually has a brain
positive	it is scott 's convincing portrayal of roger the sad cad that really gives the film its oomph
positive	land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored
positive	director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and they take full advantage
