negative	this is cruel , misanthropic stuff with only weak claims to surrealism and black comedy
negative	enough said , except film overboard !
negative	an ugly , pointless , stupid movie
negative	the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch
negative	it 's hard to imagine acting that could be any flatter
negative	the most surprising thing about this film is that they are actually releasing it into theaters
negative	every visual joke is milked , every set up obvious and lengthy , every punchline predictable
negative	simplistic , silly and tedious
negative	watching this film , what we feel is n't mainly suspense or excitement
negative	eight legged freaks wo n't join the pantheon of great monster science fiction flicks that we have come to love
positive	beautifully directed and convincingly acted
positive	so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt
positive	the film presents classic moral condundrum drama what would you have done to survive ?
positive	this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short
positive	the film delivers what it promises a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans
positive	what 's next ?
positive	fast paced and wonderfully edited , the film is extremely thorough
positive	deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin like , too obviously a recreation to resonate
positive	never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches gorgeous , passionate , and at times uncommonly moving
positive	for the most part , it works beautifully as a movie without sacrificing the integrity of the opera
