negative	this may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar
negative	though there 's a clarity of purpose and even handedness to the film 's direction , the drama feels rigged and sluggish
negative	this is an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors
negative	rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic
negative	a hokey piece of nonsense that tries too hard to be emotional
negative	instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence
negative	the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material
negative	even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have
negative	gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh
negative	adam sandler 's heart may be in the right place , but he needs to pull his head out of his butt
positive	a compelling pre wwii drama with vivid characters and a warm , moving message
positive	by turns very dark and very funny
positive	one of those exceedingly rare films in which the talk alone is enough to keep us involved
positive	a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at
positive	in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box
positive	rubbo runs through a remarkable amount of material in the film 's short 90 minutes
positive	it 's a testament to de niro and director michael caton jones that by movie 's end , we accept the characters and the film , flaws and all
positive	there 's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles
positive	with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it
positive	exhilarating but blatantly biased
