negative	once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional
negative	even with its 50 million us budget , pinocchio never quite achieves the feel of a fanciful motion picture
negative	swiftly deteriorates into a terribly obvious melodrama and rough hewn vanity project for lead actress andie macdowell
negative	no amount of arty theorizing the special effects are ` german expressionist , ' according to the press notes can render it anything but laughable
negative	there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present
negative	it 's clotted with heavy handed symbolism , dime store psychology and endless scenic shots that make 105 minutes seem twice as long
negative	a prolonged extrusion of psychopathic pulp
negative	a hokey piece of nonsense that tries too hard to be emotional
negative	flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding equilibrium up
negative	i have to admit that i am baffled by jason x
positive	lrb fiji diver rusi vulakoro and the married couple howard and michelle hall rrb show us the world they love and make us love it , too
positive	very funny , very enjoyable
positive	your children will be occupied for 72 minutes
positive	lrb westbrook rrb makes a wonderful subject for the camera
positive	there are enough throwaway references to faith and rainbows to plant smile button faces on that segment of the populace that made a walk to remember a niche hit
positive	takes a simple premise and carries it to unexpected heights
positive	a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy
positive	holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks
positive	they can and will turn on a dime from oddly humorous to tediously sentimental
positive	despite the surface attractions conrad l hall 's cinematography will likely be nominated for an oscar next year there 's something impressive and yet lacking about everything
