negative	it 's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere
negative	if you enjoy being rewarded by a script that assumes you are n't very bright , then blood work is for you
negative	watch barbershop again if you 're in need of a cube fix this is n't worth sitting through
negative	big fat liar is little more than home alone raised to a new , self deprecating level
negative	with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout by which time it 's impossible to care who wins
negative	a sour attempt at making a farrelly brothers style , down and dirty laugher for the female set
negative	sweet home alabama certainly wo n't be remembered as one of lrb witherspoon 's rrb better films
negative	the heedless impetuousness of youth is on full , irritating display in lrb this rrb meandering and pointless french coming of age import from writer director anne sophie birot
negative	stress ` dumb '
negative	the premise itself is just sooooo tired
positive	a deft , delightful mix of sulky teen drama and overcoming obstacles sports movie triumph
positive	a compelling , gut clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day
positive	though it runs 163 minutes , safe conduct is anything but languorous
positive	the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection
positive	nothing can detract from the affection of that moral favorite friends will be friends through thick and thin
positive	not the great american comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too
positive	those who trek to the ` plex predisposed to like it probably will enjoy themselves
positive	a taut , sobering film
positive	audacious impossible yet compelling
positive	angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale
