negative	for a film about explosions and death and spies , `` ballistic ecks vs sever '' seems as safe as a children 's film
negative	instead of a witty expose on the banality and hypocrisy of too much kid vid , we get an ugly , mean spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos
negative	nights feels more like a quickie tv special than a feature film it 's not even a tv special you 'd bother watching past the second commercial break
negative	it 's just merely very bad
negative	anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning
negative	the original was n't a good movie but this remake makes it look like a masterpiece !
negative	the sweetest thing is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance
negative	an ugly duckling tale so hideously and clumsily told it feels accidental
negative	he fails
negative	the story suffers a severe case of oversimplification , superficiality and silliness
positive	a stylish thriller
positive	a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love hate relationship
positive	gives everyone something to shout about
positive	wilco fans will have a great time , and the movie should win the band a few new converts , too
positive	it 's about issues most adults have to face in marriage and i think that 's what i liked about it the real issues tucked between the silly and crude storyline
positive	strange it is , but delightfully so
positive	reminiscent of alfred hitchcock 's thrillers , most of the scary parts in ` signs ' occur while waiting for things to happen
positive	but certainly hard to hate
positive	a beguiling evocation of the quality that keeps dickens evergreen the exuberant openness with which he expresses our most basic emotions
positive	the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers
